speed,current_engine_rpm,acceleration_magnitude,velocity_magnitude,tire_stress_front,tire_stress_rear,wheel_slip_magnitude_front,wheel_slip_magnitude_rear,avg_tire_temp,power,torque,boost,yaw,pitch,roll,steer,rpm_speed_ratio,gear,lap_number,race_position,current_lap_time
37.482964,4540.327,10.221116063255732,37.48296152203351,1.1091782000000001,0.6879687,0.035042160294546924,0.35046226463188945,212.1632475,97192.54,204.59357,-9.954737,1.7167686,0.021515755,-0.02642223,-127,117.98277804173296,4,3,1,113.02032
51.740803,6480.144,12.926894232170183,51.740807093089444,0.52606939,0.654568225,0.08470898472285378,0.7975985324183672,214.711005,324132.78,477.33902,14.698817,-2.602821,-0.008021707,0.04242858,127,122.86775383378217,4,3,1,154.74628
56.018307,6530.499,7.70552749666877,56.01831096318518,0.32362486999999995,0.0282298765,0.4577294083943661,0.015362268544962036,209.782325,753.18536,1.098907,10.517325,1.760115,0.10617534,0.001771792,0,114.53337258856178,4,3,1,89.26977
41.86879,6501.234,3.707862199458911,41.86878740926934,0.067043432,0.13327437,0.003423201605952679,0.1885708383072836,185.2673975,324461.88,476.75046,14.699979,-1.3036256,-0.024678912,0.001981422,60,151.65424543123333,3,0,1,31.78237
49.65658,5560.845,17.125192436727747,49.656580162082875,0.9426101499999999,0.517896715,1.17033336634277,0.48669887195439204,211.1073925,-10693.581,-18.353241,-9.583097,-1.1431342,0.018127523,0.003264862,-46,109.77537370268583,4,3,1,9.776259
40.11161,6675.5557,5.426181621847636,40.111607437258456,0.33938846,0.49980248000000005,0.00477801870264276,0.738654267486251,210.23053000000002,324533.2,465.32745,14.699979,-1.5706478,-0.05190952,0.010552938,64,162.3764114321964,3,4,1,63.519516
41.648705,6591.8325,10.139089194192344,41.648708910408914,0.369461765,0.31888216999999996,0.006026524977858467,0.36853096795184814,210.54373750000002,326575.8,472.71967,14.699979,1.7525979,0.03732871,-0.029955402,-78,154.56114083651545,3,3,1,52.81894
39.727734,6237.4087,4.174316682497113,39.72773102016378,0.164877095,0.29522033000000003,0.012046254111266166,0.41916024930724005,210.288905,315021.88,482.78192,14.699979,-2.1409478,-0.12915558,0.043467335,-84,153.1489254963215,3,3,1,71.46937
31.657177,3827.7202,9.576315163890088,31.6571777488383,0.50344399,1.1069066,0.7172706320147899,1.579846916368456,214.605435,-29516.482,-73.51325,-10.821454,-2.804828,0.014788277,0.021483183,0,117.20915742349682,3,4,1,20.301853
51.680088,5480.947,19.01391067490858,51.68009262477166,0.304749425,0.54586729,0.43107107936296873,0.7725392282556336,209.94057500000002,-64889.055,-113.21914,-11.008512,1.7451134,0.111738004,-0.006356662,0,104.04210030932371,4,4,1,87.65341
24.40488,3744.0227,3.2541806140932477,24.40488228691325,0.123597243,0.127916148,0.0029368024750037244,0.19193207275541965,210.715605,134687.7,343.57315,14.699935,-0.5820164,-0.10495815,0.07176995,-120,147.37415409952735,3,0,1,62.96196
30.750334,4448.829,8.141965652290754,30.750333422668216,0.6819477199999999,0.760805135,0.004613348835568042,1.0017238124026069,212.56258000000003,-41350.098,-88.59848,-11.024998,-2.405446,-0.01159628,-0.026417306,-127,140.11912441614,3,1,1,77.72759
36.386593,4213.314,8.124375007687558,36.38660087664601,0.333640875,0.278814185,0.003358151018990063,0.07229365883936933,211.9687775,20029.943,45.4029,13.874372,0.71774846,0.003677143,-0.021986604,-46,112.69585329692922,4,4,1,118.07081
35.440907,4092.5103,12.866452171230073,35.44090877845143,0.26398024,0.32013552,0.001115375782470195,0.14934774493692532,211.79668499999997,-34165.805,-79.74408,-11.019062,0.5234868,0.002280779,-0.032370802,0,112.30539075221151,4,4,1,118.64578
37.508564,4355.5527,10.440680346634698,37.50856694299329,1.1902854999999999,0.5897279,0.057119028904838436,0.09836172514233112,212.2379275,20718.326,45.43119,-11.024712,1.536746,-0.024322364,-0.004721905,-127,113.10607946845279,4,4,1,111.54565
51.219906,6071.897,3.738222337353258,51.21990722565372,0.230301105,0.132515155,0.0047983965839209245,0.19034053788806785,212.9065975,314008.5,494.13223,14.699979,-1.1287614,0.004685026,-0.002310062,127,116.27552527574446,4,4,1,6.251537
28.496101,3129.1465,14.22994336206796,28.496104304551633,0.3413353,0.34178268,0.44337454071560267,0.4397518756454571,211.923395,-15613.113,-47.646725,-7.0161576,-0.28182518,0.10196092,0.038747184,103,106.08678414818283,4,0,1,101.537865
24.227036,6004.466,9.671835979704158,24.227035548691678,0.866402435,0.798752975,0.06742423510318415,1.0450161675688434,222.8433425,207493.19,330.09528,14.597365,-0.26289997,0.06442952,-0.034104068,-55,238.01710196949023,2,4,1,93.83688
46.153645,5612.1685,11.766021144829507,46.153643895973985,0.88295105,1.02687735,0.003191101353697497,0.5634227474720691,214.56937499999998,281012.78,478.29047,13.512586,-1.8309278,0.00427689,0.019059243,0,119.01876302457636,4,1,1,2.392491
41.357994,4837.3047,4.283904224864097,41.357990896041855,0.11247097,0.087395962,0.00331265746628549,0.1238419298642144,213.50573,272042.2,537.6856,14.699979,1.1832638,-0.000167555,-0.006198379,62,114.200514311419,4,4,1,113.30399
41.921265,4369.628,13.141788585960443,41.92126933344069,1.347720935,0.76561345,1.9982165032185575,1.1075323911903676,212.0710475,-24111.79,-52.543293,-10.650295,-2.6979837,0.015320855,0.02602098,0,101.80566672487402,4,1,1,19.984566
21.178465,2601.1414,10.335266508609559,21.17846610414892,1.1553521999999998,0.5726961150000001,0.005456254829351448,0.6536832331817098,213.0325525,63424.598,233.07428,-3.626566,0.49374697,0.015246444,0.017867273,127,117.2823006461448,4,3,1,100.07835
52.38731,6667.7515,9.076086917022637,52.38731378932928,0.38470328,0.8666966500000001,0.001937261,0.9659944134409217,214.034135,327842.03,470.20755,14.699979,-2.8315413,0.000803961,0.01271875,65,124.89394015169523,4,1,1,152.9961
19.645899,4615.073,13.272985872798548,19.645902243590278,1.0415583499999999,0.60641565,0.02263192698577375,0.09464773481018789,211.05793500000001,41216.094,85.40592,-0.38610458,0.6150448,0.010144528,-0.000661552,127,223.53461091716085,2,1,1,101.45313
59.89189,7118.965,5.313507023927531,59.89189461822928,0.0928275275,0.19742071,0.004288684178052402,0.2421000036763075,210.35010999999997,330244.12,442.43747,14.699979,-2.250034,-0.002991489,0.026693597,0,116.91154602033211,4,4,1,152.60489
52.92583,6311.5796,4.185767670427816,52.92582979169163,0.0782072,0.136962505,0.003936772648024902,0.1936791628806527,209.12573,320262.88,484.1901,14.698934,1.9714856,0.15957175,0.022598445,64,117.04186286979728,4,3,1,109.23692
47.540615,5881.555,11.781776660742256,47.54062021768385,0.94012055,0.74570978,0.03091525319796896,0.7288404771901303,213.45505000000003,307325.22,498.9968,14.699979,-2.206706,-0.003516379,-0.031472836,-116,121.16770667203124,4,4,1,14.460059
41.82131,6449.166,8.440050419135776,41.82130985301231,0.056338845,0.23244696999999997,0.004920108598312135,0.14020373833620461,210.3764625,323041.97,479.34555,14.699979,1.9798286,0.04050864,0.001131807,0,150.60646206293083,3,1,1,107.19503
37.442307,5774.3022,3.5638932830905365,37.4423027593143,0.0043172965,0.118157835,0.00402837938884671,0.1663861844064284,211.12981249999999,278928.7,461.4023,14.699979,-1.5958605,-0.05931488,-0.004269627,0,150.20696338541805,3,3,1,64.17752
32.833176,3739.206,11.757394218088708,32.83317672416895,1.2736748,0.89772103,0.024484445427856643,0.3029115532540013,212.59178500000002,-5600.9023,-14.319939,-11.024998,1.520514,-0.01220989,-0.018220691,-127,110.51891788107625,4,0,1,117.14657
30.11764,7167.7417,8.41646582425013,30.117637013809738,0.31251456,0.429596585,0.021447922392073156,0.593943611017008,247.08763250000004,330028.5,440.07855,14.699979,1.119256,-0.011613282,-0.01441011,-74,230.34335830095083,2,3,1,127.21231
42.99696,5087.94,11.230600397191855,42.99696169396914,1.0262891,0.335195,0.06402973089765027,0.08332633299754962,215.8381125,52989.637,99.51816,9.658744,-0.6855711,-0.0925105,-0.057806097,127,115.64298987930074,4,4,1,39.293957
42.442745,6594.808,5.573978244911008,42.442754485843146,0.0182844405,0.142602525,0.004655805901895503,0.1980288919014246,211.36241,326635.12,472.6043,14.699979,1.6729003,0.14475016,0.011850402,0,151.80458785465788,3,0,1,88.60423
30.916578,3715.4697,6.951073918574034,30.916577041889287,0.45053721999999996,0.29694762,0.00574681143849944,0.33190133780709546,204.44454750000003,144535.58,371.37958,14.699393,1.5121654,0.030118365,0.009284139,127,116.41190668999666,4,0,1,52.21171
48.2696,5673.2314,4.526558488279623,48.26959840782373,0.007835769,0.054350079999999995,0.0007174859075535909,0.06683632327857283,210.2793775,199681.95,336.17233,4.889138,-1.2248737,-0.06750107,-0.06765404,0,115.1466908600841,4,3,1,38.56026
21.886316,2554.4702,10.341333828376392,21.886316731891778,1.0935413999999999,0.33218052,0.012814685180107078,0.05099291470447463,211.69298999999998,13207.051,49.426785,-2.5093336,0.081203006,-0.002821993,0.034898266,127,111.61561345216067,4,3,1,99.261665
27.490921,3281.5513,10.892208350142164,27.49092189238118,0.97881557,0.416781315,0.00472179459986137,0.317608583909815,214.67605,39438.86,114.77954,0.55198383,0.46503165,0.04673976,0.04072133,-127,115.1788424108859,4,3,1,94.47821
37.287544,6017.929,8.720006191114702,37.28754722333824,0.111504383,0.5077738,0.010469914441221093,0.6115589740195819,211.2361725,312584.16,496.2243,14.699979,1.1908292,-0.003908183,-0.021480953,0,157.17720102391527,3,2,1,126.097
45.334724,4936.1304,10.880290520957947,45.33472381505957,1.3458322,0.9770844999999999,0.7203571828064533,0.9608021785658528,212.92533,-979.1448,-1.8949807,-10.747932,-1.3075881,0.01093567,-0.025437243,-112,106.53199099664432,4,3,1,10.351296
33.30155,4942.161,12.744276050979524,33.3015522162522,1.25462395,0.704191985,0.06405028378246025,0.3318945137478083,212.936825,-51945.85,-100.364914,-10.659754,-1.6625408,-0.11670908,0.032897387,-127,144.07981563515352,3,2,1,69.15389
35.792156,5916.458,10.2290363712728,35.79216038861027,0.171093375,0.8212037000000001,0.004070072,1.0570756318802794,215.1941625,309254.03,500.133,14.645371,1.5572449,0.0751304,-0.05163162,0,160.80759170514497,3,1,1,84.70275
48.614132,7527.7017,3.4300504487399333,48.61413469968515,0.01423585,0.11909977,0.002582076598840941,0.16801898021321549,209.88574000000003,325620.2,413.34854,14.699979,-2.2221437,-0.059715725,0.02159441,0,151.72495006059967,3,4,1,72.186386
36.064156,5658.731,2.7268422040991185,36.06415290380116,0.01667713,0.174277945,0.003145972106039086,0.2452022377379138,211.43038249999998,290448.78,490.22098,14.699979,-2.0236776,-0.15376803,0.057824362,0,152.67394730369688,3,3,1,70.160995
19.574165,6812.044,11.76531165674083,19.57416390957333,1.6120629,1.6414806,1.2030430614814545,1.906016756570133,216.00102250000003,-104183.9,-145.86716,-10.416105,-2.1360168,0.008419227,0.022115963,127,331.09698498092143,1,1,1,22.526297
56.522278,6650.4375,2.7822176198205346,56.522278192801956,0.07859795,0.074776095,0.001808760296087074,0.10543227519765472,211.2304825,327651.78,470.5892,14.699979,-1.0099955,0.004650924,0.002904578,71,115.61498833547587,4,1,1,7.309281
46.513626,5659.3486,12.866775147120705,46.51362941565673,0.84164537,0.525758175,0.02737927332634787,0.4765823523132808,213.2732075,290517.9,490.13528,14.699979,-2.083156,-0.005535866,-0.006293146,-116,119.11001277822913,4,4,1,13.968385
45.156094,6976.4546,3.5438770410695306,45.156092625930384,0.00428359,0.1009961925,0.0030327057030476927,0.14187964828991603,210.42197750000003,330806.12,452.9396,14.699979,-1.2920306,-0.03901399,-0.000918741,0,151.14915486566085,3,1,1,31.934856
41.739964,6619.49,6.4691273026758545,41.73996620370746,0.115457523,0.32011591,0.09953074523342338,0.4391720185664747,210.46706,326953.1,471.9785,14.699979,1.0348432,-0.007673961,0.004839103,-19,154.87823059467246,3,4,1,124.38757
32.63458,5159.75,7.806691778275311,32.63457893045207,0.080958135,0.339808015,0.006348422110649306,0.4929940889018448,213.2045475,262377.84,485.02536,14.699979,1.3670218,0.005619037,0.01837555,0,153.40610764278907,3,0,1,128.38016
20.14373,7771.9946,9.006526019255778,20.143731646428048,0.48239398,0.44010161000000003,0.010238299227735923,0.42153853718779,216.042305,-176317.17,-216.29384,7.560876,-2.686004,0.005230363,0.043951087,127,367.57916413045376,1,3,1,22.684893
27.181534,4273.8223,10.349189059729522,27.181536813780212,1.1470054,0.542499915,0.005258823496353724,0.3473940166614827,213.1040225,78206.85,174.836,2.1335135,0.09916029,0.042990204,0.001406135,-127,151.65328828444896,3,1,1,96.50302
42.098465,6679.162,4.08507951908333,42.098461068753885,0.0206956705,0.23239982999999997,0.0031868156480097808,0.3288048796554723,210.53016250000002,328200.1,469.4852,14.699979,-2.2203646,-0.09044661,0.031662505,0,154.97447530903943,3,1,1,73.46915
48.22481,5710.107,1.2477301545978992,48.224815934753714,0.0030928730000000003,0.0614073415,0.0010633592096916263,0.08645139185032939,209.2471075,232811.6,389.51312,1.7858477,-1.305705,-0.058625337,0.00543353,0,116.00058994641117,4,4,1,31.360443
47.88958,6889.134,2.11465218303815,47.8895810443483,0.1053761575,0.086452155,0.004872373898980352,0.12218065551033405,209.922315,-106427.45,-147.52673,-5.467758,0.91239905,0.001206927,-0.01667515,-56,140.91211256059063,3,1,1,130.55382
29.35544,4823.8306,11.32880653376299,29.35543941148214,0.8214102999999999,0.945608,0.037495490979659256,0.8513624458066246,216.6667425,269661.06,533.9198,14.2009325,-1.3890375,-0.05098006,-0.025841381,-67,158.91156906307404,3,1,1,62.94391
38.374805,4704.1597,12.832354522177441,38.37480232889838,1.33027325,0.66130127,0.0013542551683803905,0.5732074687898923,205.23733,174768.6,354.707,-0.5403404,0.09115105,-0.077166714,-0.04826182,127,119.47131420714338,4,0,1,44.76154
40.479603,4778.7383,8.584629144712975,40.4796018950252,0.071046185,0.20794109,0.01632981878082427,0.12906281094309158,210.12737499999997,137705.28,274.82968,14.69662,1.2958759,0.004491018,-0.028238283,0,115.20694400088642,4,2,1,54.903572
45.699192,5417.923,8.087071957829947,45.69918953037146,0.31749371,0.2077931,0.0029171510151003496,0.17677880821609132,210.91581000000002,192758.44,339.671,10.330749,-1.1345873,0.023522053,0.025607467,-57,116.01748912486538,4,1,1,10.009339
39.990265,6182.1743,4.747447963664205,39.99025964196496,0.032645325,0.127787135,0.004098502414285613,0.17875687299209422,219.4882875,316884.1,489.72763,14.699803,-2.4407995,-0.005008608,0.000574749,-60,150.82054970857104,3,3,1,17.409779
46.252216,5564.241,11.303356641634993,46.252219125959016,0.952973375,1.0722622,0.0025150620427377137,0.4547994377954247,214.313985,255798.58,439.12244,9.863488,-1.8450308,0.004682394,0.019149186,0,117.75619158263393,4,1,1,2.3008277
49.976803,6106.696,10.704016624268677,49.97680373262836,0.723601845,0.643902725,0.021722603505504676,0.5282783900388711,211.17304,240240.33,375.70248,14.699979,-1.8577218,0.002291174,0.01160421,112,119.7936245629213,4,4,1,2.459779
54.771664,6362.743,5.766988868516972,54.77166222464589,0.0029312185,0.052008759,0.0005576897890664666,0.060664088786112826,208.957475,321141.25,482.69873,14.699979,-1.4127388,-0.07679509,-0.006572657,0,114.08558654445025,4,1,1,36.926636
50.06681,7733.717,5.1255916161331125,50.066818806745694,0.0033351275,0.112729827,0.004237500788686652,0.1535811844344225,209.98044,320973.34,396.01227,14.67644,1.7009529,0.17536461,-0.012251217,0,151.4431193176155,3,2,1,86.98764
30.852535,3463.1787,9.233538545222146,30.85253604660001,0.69981412,0.33271685,0.037642102311307546,0.010381062063891198,204.437285,-23489.078,-64.66235,-7.688262,1.5635577,0.0318046,0.017032722,127,108.72537146572478,4,0,1,52.345062
37.923527,5914.898,4.042999114930726,37.923527750286475,0.009739181,0.150957215,0.004194274381790729,0.21183679399910157,210.0407025,309736.53,500.22577,14.699979,-1.2906001,-0.025308333,-0.006182963,0,151.96202543515648,3,4,1,27.835361
38.470478,5030.4404,14.928297589580977,38.4704763896036,1.0440936,1.1367771,1.5397021480732265,1.614687058606989,212.54214000000002,-54157.75,-102.66584,-11.024969,-2.229674,0.008870768,0.004794094,0,127.44817531725865,3,3,1,75.594444
37.642357,4471.029,7.55223753115934,37.64235527501355,0.28899452000000003,0.221262515,0.02319222738903327,0.23537002603173346,214.63906250000002,256334.23,547.5588,14.699979,0.38897035,-0.059644666,0.000932092,9,115.70280249727006,4,1,1,45.318497
27.358868,4540.186,9.215629650094895,27.358867426682743,0.42580640000000003,0.7850714400000001,0.014861466868905372,1.0607802949563043,212.5160775,220300.3,463.43814,14.699979,-1.267869,-0.06287284,-0.012983705,-73,160.09757512182784,3,0,1,64.75367
